          area       scp  index                  dt     i     o  idiff  odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
54676117  R238  00-06-00   7021 2019-04-02 16:00:00  314835242  1510932084  310740570.0  1.504392e+09  25895047.50  1.253660e+08  77.560086  78.058929  26.477473  159.242595
54676118  R238  00-06-00   7022 2019-04-02 20:00:00  314836087  1510929846        845.0 -2.238000e+03       211.25 -5.595000e+02   0.012402   0.012539   0.001613    0.001257
54676119  R238  00-06-00   7023 2019-04-03 00:00:00  314836782  1510929211        695.0 -6.350000e+02       173.75 -1.587500e+02   0.012515   0.012788   0.001651    0.001766
54676120  R238  00-06-00   7024 2019-04-03 04:00:00  314837005  1510929105        223.0 -1.060000e+02        55.75 -2.650000e+01   0.012868   0.012871   0.001772    0.001934
54676121  R238  00-06-00   7025 2019-04-03 08:00:00  314837107  1510927868        102.0 -1.237000e+03        25.50 -3.092500e+02   0.012959   0.012695   0.001803    0.001575



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph     odiff_ph         iz         oz      cumiz      cumoz
27020011  N304  01-03-01    574 2015-01-21 21:00:00    8021384    9863394          0.0         38.0         0.00         9.50   0.011546   0.011542   0.001829   0.001955
27020012  N304  01-03-01    575 2015-01-22 01:00:00    8021384    9863394          0.0          0.0         0.00         0.00   0.011546   0.011556   0.001829   0.001967
27020013  N304  01-03-01    576 2015-01-22 05:00:00    8021384    9863394          0.0          0.0         0.00         0.00   0.011546   0.011556   0.001829   0.001967
27020014  N304  01-03-01    577 2015-01-22 09:00:00    8021384    9864415          0.0       1021.0         0.00       255.25   0.011546   0.011196   0.001829   0.001643
27020015  N304  01-03-01    578 2015-01-22 13:00:00  319488007  251658255  311466623.0  241793840.0  77866655.75  60448460.00  85.773327  85.130855  79.621685  76.781924
27020016  N304  01-03-01    579 2015-01-22 17:00:00  319488007  251658255          0.0          0.0         0.00         0.00   0.011546   0.011556   0.001829   0.001967
27020017  N304  01-03-01    580 2015-01-22 21:00:00  319488007  251658255          0.0          0.0         0.00         0.00   0.011546   0.011556   0.001829   0.001967
27020018  N304  01-03-01    581 2015-01-23 01:00:00  319488007  251658255          0.0          0.0         0.00         0.00   0.011546   0.011556   0.001829   0.001967
27020019  N304  01-03-01    582 2015-01-23 05:00:00  319488007  251658255          0.0          0.0         0.00         0.00   0.011546   0.011556   0.001829   0.001967



           area       scp  index                  dt          i           o        idiff         odiff     idiff_ph      odiff_ph          iz          oz      cumiz       cumoz
31850050  N400A  02-03-02   6852 2017-12-12 23:00:00  196017136  2140536841          0.0  1.000000e+00         0.00  2.500000e-01    0.008348    0.008289   0.001829    0.001967
31850051  N400A  02-03-02   6853 2017-12-13 03:00:00  196017136  2140536841          0.0  0.000000e+00         0.00  0.000000e+00    0.008348    0.008289   0.001829    0.001967
31850052  N400A  02-03-02   6854 2017-12-13 07:00:00  196017136  2140536841          0.0  0.000000e+00         0.00  0.000000e+00    0.008348    0.008289   0.001829    0.001967
31850053  N400A  02-03-02   6855 2017-12-13 11:00:00  196017126  2140536846        -10.0  5.000000e+00        -2.50  1.250000e+00    0.008344    0.008289   0.001826    0.001966
31850054  N400A  02-03-02   6856 2017-12-13 15:00:00  508625162   565968943  312608036.0 -1.574568e+09  78152009.00 -3.936420e+08  122.307078  122.307901  79.913476  500.016768
31850055  N400A  02-03-02   6857 2017-12-13 19:00:00  508625882   565968979        720.0  3.600000e+01       180.00  9.000000e+00    0.008066    0.008286   0.001645    0.001956
31850056  N400A  02-03-02   6858 2017-12-13 23:00:00  508626159   565969030        277.0  5.100000e+01        69.25  1.275000e+01    0.008239    0.008285   0.001758    0.001951
31850057  N400A  02-03-02   6859 2017-12-14 03:00:00  508626179   565969037         20.0  7.000000e+00         5.00  1.750000e+00    0.008340    0.008289   0.001824    0.001965
31850058  N400A  02-03-02   6860 2017-12-14 07:00:00  508626218   565969057         39.0  2.000000e+01         9.75  5.000000e+00    0.008332    0.008288   0.001819    0.001961



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph      odiff_ph          iz          oz      cumiz      cumoz
17490157  N056  01-00-03  12138 2020-03-13 08:00:00    5645305    9436378         74.0        271.0        18.50  6.775000e+01    0.009066    0.009013   0.001810   0.001881
17490158  N056  01-00-03  12139 2020-03-13 12:00:00    5645493    9437032        188.0        654.0        47.00  1.635000e+02    0.008889    0.008410   0.001781   0.001760
17490159  N056  01-00-03  12140 2020-03-13 16:00:00    5645941    9437376        448.0        344.0       112.00  8.600000e+01    0.008484    0.008898   0.001714   0.001858
17490160  N056  01-00-03  12141 2020-03-13 20:00:00    5646398    9437946        457.0        570.0       114.25  1.425000e+02    0.008470    0.008543   0.001712   0.001786
17490161  N056  01-00-03  12142 2020-03-14 12:00:00  321184286  321184241  315537888.0  311746295.0  19721118.00  1.948414e+07  122.669683  122.658691  20.164245  24.747519
17490162  N056  01-00-03  12143 2020-03-14 16:00:00  321184286  321184239          0.0         -2.0         0.00 -5.000000e-01    0.009181    0.009437   0.001829   0.001967
17490163  N056  01-00-03  12144 2020-03-14 20:00:00  321184286  321184239          0.0          0.0         0.00  0.000000e+00    0.009181    0.009440   0.001829   0.001967
17490164  N056  01-00-03  12145 2020-03-15 00:00:00  321184286  321184237          0.0         -2.0         0.00 -5.000000e-01    0.009181    0.009437   0.001829   0.001967
17490165  N056  01-00-03  12146 2020-03-15 04:00:00  321184286  321184236          0.0         -1.0         0.00 -2.500000e-01    0.009181    0.009438   0.001829   0.001967



         area       scp  index                  dt          i           o        idiff         odiff      idiff_ph      odiff_ph          iz          oz      cumiz       cumoz
4063315  A066  00-00-02   3547 2016-05-21 08:01:45   18129419     7988342         39.0  4.600000e+01  1.287483e+01  1.518569e+01    0.008320    0.008182   0.001816    0.001948
4063316  A066  00-00-02   3548 2016-05-21 08:45:37   18129455     7988377         36.0  3.500000e+01  4.924012e+01  4.787234e+01    0.008268    0.008175   0.001778    0.001907
4063317  A066  00-00-02   3549 2016-05-21 09:00:00   18129469     7988425         14.0  4.800000e+01  5.840093e+01  2.002317e+02    0.008254    0.008141   0.001769    0.001713
4063318  A066  00-00-02   3550 2016-05-21 09:16:30   18129494     7988461         25.0  3.600000e+01  9.090909e+01  1.309091e+02    0.008208    0.008156   0.001736    0.001801
4063319  A066  00-00-02   3551 2016-05-21 13:00:00  335634364  2030104409  317504870.0  2.022116e+09  8.523621e+07  5.428499e+08  122.278369  122.278371  87.157510  689.546268
4063320  A066  00-00-02   3552 2016-05-21 17:00:00  335635899  2030104586       1535.0  1.770000e+02  3.837500e+02  4.425000e+01    0.007788    0.008176   0.001436    0.001911
4063321  A066  00-00-02   3553 2016-05-21 21:00:00  335637353  2030104730       1454.0  1.440000e+02  3.635000e+02  3.600000e+01    0.007817    0.008178   0.001457    0.001922
4063322  A066  00-00-02   3554 2016-05-22 01:00:00  335637894  2030104797        541.0  6.700000e+01  1.352500e+02  1.675000e+01    0.008144    0.008182   0.001691    0.001946
4063323  A066  00-00-02   3555 2016-05-22 05:00:00  335637934  2030104821         40.0  2.400000e+01  1.000000e+01  6.000000e+00    0.008324    0.008184   0.001819    0.001960



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph     odiff_ph         iz         oz      cumiz      cumoz
61386240  R412  00-03-03   8437 2018-08-21 01:00:00    1283762     510112         28.0         52.0         7.00        13.00   0.011560   0.011415   0.001822   0.001951
61386241  R412  00-03-03   8438 2018-08-21 05:00:00    1283776     510121         14.0          9.0         3.50         2.25   0.011564   0.011452   0.001825   0.001965
61386242  R412  00-03-03   8439 2018-08-21 09:00:00    1284047     510151        271.0         30.0        67.75         7.50   0.011488   0.011434   0.001760   0.001958
61386243  R412  00-03-03   8440 2018-08-21 13:00:00    1284183     510179        136.0         28.0        34.00         7.00   0.011528   0.011436   0.001794   0.001958
61386244  R412  00-03-03   8441 2018-08-21 17:00:00  318815944  117441759  317531761.0  116931580.0  79382940.25  29232895.00  93.377903  99.321967  81.172180  37.130747
61386245  R412  00-03-03   8442 2018-08-21 21:00:00  318816013  117441845         69.0         86.0        17.25        21.50   0.011547   0.011387   0.001811   0.001940
61386246  R412  00-03-03   8443 2018-08-22 01:00:00  318816030  117441876         17.0         31.0         4.25         7.75   0.011563   0.011433   0.001824   0.001958
61386247  R412  00-03-03   8444 2018-08-22 05:00:00  318816034  117441886          4.0         10.0         1.00         2.50   0.011567   0.011451   0.001828   0.001964
61386248  R412  00-03-03   8445 2018-08-22 09:00:00  318816364  117441914        330.0         28.0        82.50         7.00   0.011471   0.011436   0.001744   0.001958



          area       scp  index                  dt          i           o        idiff         odiff     idiff_ph      odiff_ph          iz          oz      cumiz       cumoz
27229881  N305  01-03-04    748 2015-02-17 19:00:00   15526736     6248445        628.0  1.080000e+02       157.00  2.700000e+01    0.008047    0.008177   0.001668    0.001933
27229882  N305  01-03-04    749 2015-02-17 23:00:00   15526752     6248480         16.0  3.500000e+01         4.00  8.750000e+00    0.008281    0.008183   0.001825    0.001956
27229883  N305  01-03-04    750 2015-02-18 03:00:00   15526755     6248490          3.0  1.000000e+01         0.75  2.500000e+00    0.008286    0.008185   0.001828    0.001964
27229884  N305  01-03-04    751 2015-02-18 07:00:00   15526757     6248550          2.0  6.000000e+01         0.50  1.500000e+01    0.008287    0.008181   0.001828    0.001948
27229885  N305  01-03-04    752 2015-02-18 11:00:00  335517929  1593870992  319991172.0  1.587622e+09  79997793.00  3.969056e+08  122.360123  122.360124  81.800905  504.162359
27229886  N305  01-03-04    753 2015-02-18 15:00:00  335517530  1593871152       -399.0  1.600000e+02       -99.75  4.000000e+01    0.008135    0.008173   0.001727    0.001917
27229887  N305  01-03-04    754 2015-02-18 19:00:00  335516388  1593871259      -1142.0  1.070000e+02      -285.50  2.675000e+01    0.007851    0.008177   0.001537    0.001933
27229888  N305  01-03-04    755 2015-02-18 23:00:00  335515894  1593871323       -494.0  6.400000e+01      -123.50  1.600000e+01    0.008099    0.008181   0.001703    0.001947
27229889  N305  01-03-04    756 2015-02-19 03:00:00  335515807  1593871337        -87.0  1.400000e+01       -21.75  3.500000e+00    0.008254    0.008184   0.001807    0.001963



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph     odiff_ph          iz          oz      cumiz      cumoz
17457970  N056  01-00-01  10262 2019-05-06 12:00:00    3420699    2642232        315.0        396.0        78.75        99.00    0.008060    0.007905   0.001748   0.001842
17457971  N056  01-00-01  10263 2019-05-06 16:00:00    3421213    2642459        514.0        227.0       128.50        56.75    0.007838    0.008093   0.001697   0.001895
17457972  N056  01-00-01  10264 2019-05-06 20:00:00    3421982    2642828        769.0        369.0       192.25        92.25    0.007554    0.007935   0.001632   0.001850
17457973  N056  01-00-01  10265 2019-05-07 00:00:00    3422305    2643003        323.0        175.0        80.75        43.75    0.008051    0.008151   0.001746   0.001912
17457974  N056  01-00-01  10266 2019-05-07 12:00:00  335090794  335091288  331668489.0  332448285.0  27639040.75  27704023.75  123.150311  123.150312  28.260815  35.188718
17457975  N056  01-00-01  10267 2019-05-07 16:00:00  335091338  335091536        544.0        248.0       136.00        62.00    0.007805    0.008069   0.001690   0.001889
17457976  N056  01-00-01  10268 2019-05-07 20:00:00  335092173  335091922        835.0        386.0       208.75        96.50    0.007481    0.007916   0.001615   0.001845
17457977  N056  01-00-01  10269 2019-05-08 00:00:00  335092671  335092104        498.0        182.0       124.50        45.50    0.007856    0.008143   0.001702   0.001910
17457978  N056  01-00-01  10270 2019-05-08 04:00:00  335092741  335092130         70.0         26.0        17.50         6.50    0.008333    0.008316   0.001811   0.001959



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph     odiff_ph         iz         oz      cumiz      cumoz
44862952  R113  01-04-00   9668 2019-03-14 11:00:00    1370968    1657225         33.0        394.0         8.25        98.50   0.011010   0.010821   0.001820   0.001842
44862953  R113  01-04-00   9669 2019-03-14 15:00:00    1371064    1657355         96.0        130.0        24.00        32.50   0.010969   0.010959   0.001804   0.001926
44862954  R113  01-04-00   9670 2019-03-14 19:00:00    1371491    1657539        427.0        184.0       106.75        46.00   0.010754   0.010930   0.001720   0.001909
44862955  R113  01-04-00   9671 2019-03-15 03:00:00    1371731    1657677        240.0        138.0        30.00        17.25   0.010954   0.010990   0.001798   0.001945
44862956  R113  01-04-00   9672 2019-03-15 19:00:00  335582191  419452237  334210460.0  417794560.0  20888153.75  26112160.00  54.439090  54.445140  21.357612  33.166673
44862957  R113  01-04-00   9673 2019-03-15 23:00:00  335582313  419452313        122.0         76.0        30.50        19.00   0.010952   0.010987   0.001798   0.001943
44862958  R113  01-04-00   9674 2019-03-16 03:00:00  335582373  419452355         60.0         42.0        15.00        10.50   0.010993   0.011004   0.001814   0.001954
44862959  R113  01-04-00   9675 2019-03-16 07:00:00  335582377  419452377          4.0         22.0         1.00         5.50   0.011029   0.011015   0.001828   0.001960
44862960  R113  01-04-00   9676 2019-03-16 11:00:00  335582490  419452493        113.0        116.0        28.25        29.00   0.010958   0.010966   0.001800   0.001931



          area       scp  index                  dt          i          o        idiff        odiff      idiff_ph      odiff_ph        iz        oz     cumiz     cumoz
61844636  R417  00-00-04   5405 2017-04-06 05:00:00    1355260    1747138         21.0         32.0  5.250000e+00  8.000000e+00  0.010699  0.010314  0.001823  0.001957
61844637  R417  00-00-04   5406 2017-04-06 09:00:00    1356309    1747272       1049.0        134.0  2.622500e+02  3.350000e+01  0.009979  0.010269  0.001561  0.001925
61844638  R417  00-00-04   5407 2017-04-06 13:00:00    1356620    1747513        311.0        241.0  7.775000e+01  6.025000e+01  0.010496  0.010221  0.001749  0.001891
61844639  R417  00-00-04   5408 2017-04-06 17:00:00    1356852    1748127        232.0        614.0  5.800000e+01  1.535000e+02  0.010552  0.010056  0.001770  0.001772
61844640  R417  00-00-04   5409 2017-04-12 09:00:00  335579316  436263379  334222464.0  434515252.0  2.457518e+06  3.194965e+06  6.881924  5.667774  2.511137  4.056397
61844641  R417  00-00-04   5410 2017-04-12 13:00:00  335579664  436263585        348.0        206.0  8.700000e+01  5.150000e+01  0.010470  0.010237  0.001740  0.001902
61844642  R417  00-00-04   5411 2017-04-12 15:20:25  335579806  436263808        142.0        223.0  6.067656e+01  9.528783e+01  0.010544  0.010159  0.001767  0.001846
61844643  R417  00-00-04   5412 2017-04-12 17:00:00  335579880  436264131         74.0        323.0  4.458577e+01  1.946109e+02  0.010589  0.009982  0.001783  0.001720
61844644  R417  00-00-04   5413 2017-04-12 21:00:00  335580007  436265040        127.0        909.0  3.175000e+01  2.272500e+02  0.010625  0.009924  0.001796  0.001679



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph     odiff_ph          iz          oz      cumiz      cumoz
26588829  N225  01-00-01   4278 2016-08-30 01:00:00    1373904     802886         40.0        139.0        10.00        34.75    0.008391    0.008016   0.001819   0.001923
26588830  N225  01-00-01   4279 2016-08-30 05:00:00    1373955     802934         51.0         48.0        12.75        12.00    0.008371    0.008295   0.001816   0.001952
26588831  N225  01-00-01   4280 2016-08-30 09:00:00    1374561     802966        606.0         32.0       151.50         8.00    0.007349    0.008344   0.001674   0.001957
26588832  N225  01-00-01   4281 2016-08-30 13:00:00    1374824     803021        263.0         55.0        65.75        13.75    0.007980    0.008274   0.001762   0.001950
26588833  N225  01-00-01   4282 2016-08-31 09:00:00  335599567  201390933  334224743.0  200587912.0  16711237.15  10029395.60  123.085328  123.085331  17.086454  12.737745
26588834  N225  01-00-01   4283 2016-08-31 13:00:00  335599837  201390997        270.0         64.0        67.50        16.00    0.007967    0.008246   0.001760   0.001947
26588835  N225  01-00-01   4284 2016-08-31 17:00:00  335600071  201391148        234.0        151.0        58.50        37.75    0.008034    0.007979   0.001769   0.001919
26588836  N225  01-00-01   4285 2016-08-31 21:00:00  335600216  201391476        145.0        328.0        36.25        82.00    0.008198    0.007436   0.001792   0.001863
26588837  N225  01-00-01   4286 2016-09-01 01:00:00  335600272  201391643         56.0        167.0        14.00        41.75    0.008361    0.007930   0.001815   0.001914



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph     odiff_ph         iz         oz      cumiz      cumoz
57922711  R286  00-00-00  10976 2019-10-26 20:00:00    1425732    1072623        172.0        190.0        43.00        47.50   0.011719   0.011700   0.001785   0.001907
57922712  R286  00-00-00  10977 2019-10-27 00:00:00    1425810    1072713         78.0         90.0        19.50        22.50   0.011742   0.011732   0.001809   0.001939
57922713  R286  00-00-00  10978 2019-10-27 04:00:00    1425816    1072731          6.0         18.0         1.50         4.50   0.011759   0.011755   0.001827   0.001962
57922714  R286  00-00-00  10979 2019-10-27 08:00:00    1425920    1072768        104.0         37.0        26.00         9.25   0.011735   0.011749   0.001802   0.001956
57922715  R286  00-00-00  10980 2019-10-27 12:00:00  352351682  268478046  350925762.0  267405278.0  87731440.50  66851319.50  85.192897  85.194412  89.709043  84.915075
57922716  R286  00-00-00  10981 2019-10-27 16:00:00  352351819  268478138        137.0         92.0        34.25        23.00   0.011727   0.011731   0.001794   0.001938
57922717  R286  00-00-00  10982 2019-10-27 20:00:00  352351910  268478295         91.0        157.0        22.75        39.25   0.011738   0.011711   0.001806   0.001918
57922718  R286  00-00-00  10983 2019-10-28 00:00:00  352351971  268478387         61.0         92.0        15.25        23.00   0.011746   0.011731   0.001813   0.001938
57922719  R286  00-00-00  10984 2019-10-28 04:00:00  352351986  268478401         15.0         14.0         3.75         3.50   0.011757   0.011756   0.001825   0.001963



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph     odiff_ph          iz          oz      cumiz       cumoz
20706602  N092  03-06-00    687 2015-01-31 23:00:00    1408391    1419010         11.0         11.0         2.75         2.75    0.008187    0.008185   0.001826    0.001964
20706603  N092  03-06-00    688 2015-02-01 03:00:00    1408391    1419014          0.0          4.0         0.00         1.00    0.008191    0.008187   0.001829    0.001966
20706604  N092  03-06-00    689 2015-02-01 07:00:00    1408391    1419015          0.0          1.0         0.00         0.25    0.008191    0.008188   0.001829    0.001967
20706605  N092  03-06-00    690 2015-02-01 11:00:00    1408391    1419017          0.0          2.0         0.00         0.50    0.008191    0.008188   0.001829    0.001967
20706606  N092  03-06-00    691 2015-02-01 15:00:00  352356225  352327596  350947834.0  350908579.0  87736958.50  87727144.75  122.462239  122.462239  89.714685  111.432327
20706607  N092  03-06-00    692 2015-02-01 19:00:00  352356247  352327653         22.0         57.0         5.50        14.25    0.008184    0.008169   0.001823    0.001949
20706608  N092  03-06-00    693 2015-02-01 23:00:00  352356252  352327659          5.0          6.0         1.25         1.50    0.008190    0.008186   0.001828    0.001965
20706609  N092  03-06-00    694 2015-02-02 03:00:00  352356256  352327659          4.0          0.0         1.00         0.00    0.008190    0.008189   0.001828    0.001967
20706610  N092  03-06-00    695 2015-02-02 07:00:00  352356258  352327661          2.0          2.0         0.50         0.50    0.008191    0.008188   0.001828    0.001967



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph      odiff_ph          iz          oz      cumiz       cumoz
26262643  N220  01-00-04  10455 2019-07-21 21:00:00    1409587    2397768         53.0         85.0        13.25  2.125000e+01    0.008191    0.008192   0.001815    0.001940
26262644  N220  01-00-04  10456 2019-07-22 01:00:00    1409610    2397891         23.0        123.0         5.75  3.075000e+01    0.008201    0.008184   0.001823    0.001928
26262645  N220  01-00-04  10457 2019-07-22 05:00:00    1409625    2397924         15.0         33.0         3.75  8.250000e+00    0.008204    0.008202   0.001825    0.001957
26262646  N220  01-00-04  10458 2019-07-22 09:00:00    1409831    2398031        206.0        107.0        51.50  2.675000e+01    0.008137    0.008187   0.001776    0.001933
26262647  N220  01-00-04  10459 2019-07-22 13:00:00  352361347  604039575  350951516.0  601641544.0  87737879.00  1.504104e+08  122.311079  122.311079  89.715626  191.054921
26262648  N220  01-00-04  10460 2019-07-22 17:00:00  352361515  604039905        168.0        330.0        42.00  8.250000e+01    0.008151    0.008142   0.001786    0.001863
26262649  N220  01-00-04  10461 2019-07-22 21:00:00  352361625  604040331        110.0        426.0        27.50  1.065000e+02    0.008171    0.008123   0.001801    0.001832
26262650  N220  01-00-04  10462 2019-07-23 01:00:00  352361657  604040484         32.0        153.0         8.00  3.825000e+01    0.008198    0.008178   0.001821    0.001919
26262651  N220  01-00-04  10463 2019-07-23 05:00:00  352361677  604040528         20.0         44.0         5.00  1.100000e+01    0.008202    0.008200   0.001824    0.001953



          area       scp  index                  dt          i          o        idiff       odiff     idiff_ph     odiff_ph          iz          oz      cumiz      cumoz
25949578  N213  00-00-05  12835 2020-06-28 21:00:00    1973089     760292          0.0        77.0         0.00        19.25    0.008276    0.008145   0.001829   0.001943
25949579  N213  00-00-05  12836 2020-06-29 01:00:00    1973089     760337          0.0        45.0         0.00        11.25    0.008276    0.008224   0.001829   0.001953
25949580  N213  00-00-05  12837 2020-06-29 05:00:00    1973089     760342          0.0         5.0         0.00         1.25    0.008276    0.008323   0.001829   0.001966
25949581  N213  00-00-05  12838 2020-06-29 09:00:00    1973089     760379          0.0        37.0         0.00         9.25    0.008276    0.008244   0.001829   0.001956
25949582  N213  00-00-05  12839 2020-06-29 17:00:00  369101633  100689021  367128544.0  99928642.0  45891068.00  12491080.25  123.344947  123.344878  46.924651  15.864669
25949583  N213  00-00-05  12840 2020-06-29 21:00:00  369101672  100689137         39.0       116.0         9.75        29.00    0.008249    0.008049   0.001819   0.001931
25949584  N213  00-00-05  12841 2020-06-30 01:00:00  369101684  100689200         12.0        63.0         3.00        15.75    0.008268    0.008180   0.001826   0.001947
25949585  N213  00-00-05  12842 2020-06-30 05:00:00  369101687  100689208          3.0         8.0         0.75         2.00    0.008274    0.008316   0.001828   0.001965
25949586  N213  00-00-05  12843 2020-06-30 09:00:00  369101871  100689252        184.0        44.0        46.00        11.00    0.008152    0.008227   0.001782   0.001953



         area       scp  index                  dt          i          o        idiff        odiff     idiff_ph      odiff_ph          iz          oz      cumiz       cumoz
2377651  A043  00-00-00   1326 2015-05-17 21:00:00    1494599    1788958          0.0        210.0         0.00  5.250000e+01    0.008207    0.008160   0.001829    0.001901
2377652  A043  00-00-00   1327 2015-05-18 01:00:00    1494599    1788975          0.0         17.0         0.00  4.250000e+00    0.008207    0.008212   0.001829    0.001962
2377653  A043  00-00-00   1328 2015-05-18 05:00:00    1494599    1788979          0.0          4.0         0.00  1.000000e+00    0.008207    0.008216   0.001829    0.001966
2377654  A043  00-00-00   1329 2015-05-18 09:00:00    1494599    1789430          0.0        451.0         0.00  1.127500e+02    0.008207    0.008094   0.001829    0.001824
2377655  A043  00-00-00   1330 2015-05-18 13:00:00  369117157  452998785  367622558.0  451209355.0  91905639.50  1.128023e+08  122.841361  122.841361  93.977421  143.283775
2377656  A043  00-00-00   1331 2015-05-18 17:00:00  369117522  452999170        365.0        385.0        91.25  9.625000e+01    0.008085    0.008112   0.001736    0.001845
2377657  A043  00-00-00   1332 2015-05-18 21:00:00  369118405  452999492        883.0        322.0       220.75  8.050000e+01    0.007911    0.008129   0.001603    0.001865
2377658  A043  00-00-00   1333 2015-05-19 01:00:00  369118586  452999543        181.0         51.0        45.25  1.275000e+01    0.008146    0.008203   0.001783    0.001951
2377659  A043  00-00-00   1334 2015-05-19 05:00:00  369118596  452999545         10.0          2.0         2.50  5.000000e-01    0.008203    0.008216   0.001826    0.001967



          area       scp  index                  dt          i          o        idiff        odiff     idiff_ph     odiff_ph          iz          oz      cumiz       cumoz
34931327  N513  04-00-01   1198 2015-05-10 20:00:00    1490229    1313107        232.0        292.0        58.00        73.00    0.011266    0.011244   0.001770    0.001875
34931328  N513  04-00-01   1199 2015-05-11 00:00:00    1490429    1313258        200.0        151.0        50.00        37.75    0.011276    0.011289   0.001778    0.001919
34931329  N513  04-00-01   1200 2015-05-11 04:00:00    1490465    1313275         36.0         17.0         9.00         4.25    0.011323    0.011331   0.001820    0.001962
34931330  N513  04-00-01   1201 2015-05-11 08:00:00    1490531    1313408         66.0        133.0        16.50        33.25    0.011314    0.011295   0.001812    0.001925
34931331  N513  04-00-01   1202 2015-05-11 12:00:00  369144829  335582308  367654298.0  334268900.0  91913574.50  83567225.00  106.272219  106.275475  93.985535  106.148242
34931332  N513  04-00-01   1203 2015-05-11 16:00:00  369145181  335582645        352.0        337.0        88.00        84.25    0.011232    0.011230   0.001739    0.001860
34931333  N513  04-00-01   1204 2015-05-11 20:00:00  369145758  335582950        577.0        305.0       144.25        76.25    0.011167    0.011240   0.001681    0.001871
34931334  N513  04-00-01   1205 2015-05-12 00:00:00  369146046  335583033        288.0         83.0        72.00        20.75    0.011250    0.011310   0.001755    0.001941
34931335  N513  04-00-01   1206 2015-05-12 04:00:00  369146102  335583045         56.0         12.0        14.00         3.00    0.011317    0.011333   0.001815    0.001964



          area       scp  index                  dt          i          o        idiff        odiff      idiff_ph      odiff_ph          iz          oz      cumiz      cumoz
10926942  H007  00-03-00    995 2015-03-21 20:00:00    1492494    1514089        492.0        454.0  1.230000e+02  1.135000e+02    0.008058    0.008113   0.001703   0.001823
10926943  H007  00-03-00    996 2015-03-22 00:00:00    1492784    1514434        290.0        345.0  7.250000e+01  8.625000e+01    0.008191    0.008182   0.001755   0.001858
10926944  H007  00-03-00    997 2015-03-22 04:00:00    1492894    1514587        110.0        153.0  2.750000e+01  3.825000e+01    0.008309    0.008302   0.001801   0.001919
10926945  H007  00-03-00    998 2015-03-22 08:00:00    1492907    1514621         13.0         34.0  3.250000e+00  8.500000e+00    0.008372    0.008377   0.001826   0.001957
10926946  H007  00-03-00    999 2015-03-22 16:00:00  369148419  385904505  367655512.0  384389884.0  4.595694e+07  4.804874e+07  120.664824  120.664824  46.992008  61.031330
10926947  H007  00-03-00   1000 2015-03-22 20:00:00  369148599  385904794        180.0        289.0  4.500000e+01  7.225000e+01    0.008263    0.008217   0.001783   0.001876
10926948  H007  00-03-00   1001 2015-03-23 00:00:00  369148632  385904885         33.0         91.0  8.250000e+00  2.275000e+01    0.008359    0.008341   0.001820   0.001938
10926949  H007  00-03-00   1002 2015-03-23 04:00:00  369148641  385904895          9.0         10.0  2.250000e+00  2.500000e+00    0.008375    0.008392   0.001827   0.001964
10926950  H007  00-03-00   1003 2015-03-23 05:00:22  369148644  385904900          3.0          5.0  2.981778e+00  4.969630e+00    0.008373    0.008386   0.001826   0.001961



         area       scp  index                  dt          i           o        idiff         odiff      idiff_ph     odiff_ph        iz         oz     cumiz     cumoz
9193856  D011  01-06-00   1575 2015-07-01 21:00:00      52388       28598          0.0  0.000000e+00      0.000000      0.00000  0.018128   0.017447  0.001829  0.001967
9193857  D011  01-06-00   1576 2015-07-02 01:00:00      52389       28599          1.0  1.000000e+00      0.250000      0.25000  0.018051   0.017335  0.001829  0.001967
9193858  D011  01-06-00   1577 2015-07-02 05:00:00      52389       28599          0.0  0.000000e+00      0.000000      0.00000  0.018128   0.017447  0.001829  0.001967
9193859  D011  01-06-00   1578 2015-07-02 09:00:00      52390       28599          1.0  0.000000e+00      0.250000      0.00000  0.018051   0.017447  0.001829  0.001967
9193860  D011  01-06-00   1579 2018-03-03 20:00:00  393478064  1556152233  393425674.0  1.556124e+09  16805.163128  66469.76353  5.151745  29.713535  0.015355  0.082465
9193861  D011  01-06-00   1580 2018-03-04 00:00:00  393478064  1556152233          0.0  0.000000e+00      0.000000      0.00000  0.018128   0.017447  0.001829  0.001967
9193862  D011  01-06-00   1581 2018-03-04 04:00:00  393478064  1556152233          0.0  0.000000e+00      0.000000      0.00000  0.018128   0.017447  0.001829  0.001967
9193863  D011  01-06-00   1582 2018-03-04 08:00:00  393478064  1556152233          0.0  0.000000e+00      0.000000      0.00000  0.018128   0.017447  0.001829  0.001967
